k,coverage_rate,protected_coverage_rate,expected_utility,protected_expected_utility,unprotected_expected_utility,fairness_met,coverage_met,execution_time
1,92.41%,94.22%,16872.88,17203.41,16782.13,True,True,84.00495767593384
2,95.53%,95.95%,20411.34,17649.14,20549.62,True,True,85.05819869041443
3,96.64%,97.2%,22026.42,18017.87,22011.24,True,True,86.05204796791077
4,97.81%,98.68%,22889.24,18326.96,22659.6,True,True,87.06860065460205
5,97.81%,98.68%,23589.64,18326.96,23415.2,True,True,88.24802827835083
6,99.53%,99.52%,24179.69,18353.19,24086.83,True,True,89.44834899902344
7,99.53%,99.52%,24657.24,18353.19,24571.42,True,True,90.77713751792908
8,99.53%,99.52%,25011.63,18353.19,24853.24,True,True,92.08219885826111
9,99.53%,99.52%,25153.7,18353.19,24941.42,True,True,93.55081129074097
10,99.53%,99.52%,25276.67,18353.19,25043.13,True,True,95.00862193107605
11,99.53%,99.52%,25333.5,18353.19,25095.03,True,True,96.53034710884094
12,99.8%,99.68%,25382.77,18197.59,25149.9,True,True,98.0689058303833
13,99.89%,99.88%,25418.26,18239.23,25176.66,True,True,99.71931171417236
14,99.89%,99.88%,25461.58,18239.23,25224.46,True,True,101.6114592552185
15,99.89%,99.88%,25476.03,18239.23,25237.67,True,True,103.52524948120117
16,99.97%,99.98%,25500.13,18261.15,25260.68,True,True,105.18825769424438
17,99.97%,99.98%,25510.99,18261.15,25273.21,True,True,107.13341450691223
18,99.97%,99.98%,25520.3,18261.15,25281.74,True,True,108.77040219306946
19,99.97%,99.98%,25528.7,18261.15,25287.63,True,True,110.65021753311157
20,99.97%,99.98%,25535.48,18261.15,25293.91,True,True,112.69532680511475
21,99.98%,99.99%,25537.27,18027.04,25295.62,True,True,114.45563650131226
