k,coverage_rate,protected_coverage_rate,expected_utility,protected_expected_utility,unprotected_expected_utility,fairness_met,coverage_met,execution_time
1,92.41%,94.22%,13757.56,14027.07,13683.57,True,True,110.67669558525085
2,95.17%,95.66%,17555.16,14381.02,17774.84,True,True,111.78971815109253
3,96.2%,96.76%,19760.05,14646.04,19982.12,True,True,113.00478625297546
4,97.42%,98.17%,21111.69,14993.75,21123.29,True,True,114.19110631942749
5,97.42%,98.17%,21818.12,14993.75,21841.19,True,True,115.556973695755
6,97.42%,98.17%,22276.48,14993.75,22245.29,True,True,116.91673183441162
7,98.29%,98.94%,22874.79,15032.16,22778.08,True,True,118.33633732795715
8,99.35000000000001%,99.33999999999999%,23247.96,15028.95,23220.86,True,True,119.79286551475525
9,99.81%,99.89%,23409.63,15084.89,23347.96,True,True,121.42186212539673
10,99.81%,99.89%,23505.92,15084.89,23440.88,True,True,123.15721535682678
11,99.81%,99.89%,23563.21,15084.89,23509.79,True,True,125.20624113082886
12,99.82%,99.92999999999999%,23618.43,15092.9,23568.05,True,True,127.29453134536743
13,99.82%,99.92999999999999%,23663.82,15092.9,23616.11,True,True,129.18932342529297
14,99.82%,99.92999999999999%,23697.16,15092.9,23635.9,True,True,131.33939719200134
15,99.96000000000001%,99.99%,23717.41,14912.82,23659.23,True,True,133.5358464717865
16,99.96000000000001%,99.99%,23731.75,14912.82,23673.88,True,True,135.72458338737488
17,99.99%,100.0%,23740.6,14893.9,23683.66,True,True,138.06307435035706
18,99.99%,100.0%,23748.94,14893.9,23690.84,True,True,140.27946877479553
19,99.99%,100.0%,23751.24,14893.9,23693.19,True,True,142.46492457389832
20,100.0%,100.0%,23752.32,14078.59,23694.57,True,True,144.8899359703064
21,100.0%,100.0%,23753.09,14077.06,23695.3,True,True,147.20802545547485
22,100.0%,100.0%,23753.65,14073.35,23696.02,True,True,149.54533100128174
23,100.0%,100.0%,23753.74,14073.35,23696.09,True,True,151.93084144592285
24,100.0%,100.0%,23753.82,14073.35,23696.19,True,True,154.37316370010376
