k,coverage_rate,protected_coverage_rate,expected_utility,protected_expected_utility,unprotected_expected_utility,fairness_met,coverage_met,execution_time
1,92.05%,94.36%,15264.57,15646.77,15162.83,True,True,8.673208475112915
2,97.13000000000001%,97.1%,22337.87,16416.65,22795.94,True,True,8.936898469924927
3,97.13000000000001%,97.1%,23076.73,16416.65,23344.01,True,True,9.209366083145142
4,98.0%,97.5%,23502.02,16270.68,23821.5,True,True,9.4904944896698
5,99.11%,98.9%,23829.72,16517.6,24097.39,True,True,9.855347871780396
6,99.11%,98.9%,23982.7,16517.6,24267.25,True,True,10.192026376724243
7,99.11%,98.9%,23993.02,16517.6,24274.44,True,True,10.576409816741943
8,99.11%,98.9%,23993.02,16517.6,24274.44,True,True,10.99290919303894
