k,coverage_rate,protected_coverage_rate,expected_utility,protected_expected_utility,unprotected_expected_utility,fairness_met,coverage_met,execution_time
1,71.97%,51.55%,13521.44,9685.53,14574.6,True,True,169.7498435974121
2,83.3%,76.44999999999999%,17928.31,15549.46,18187.43,True,True,171.41776514053345
3,83.3%,76.44999999999999%,20416.25,15549.46,21029.67,True,True,173.40254020690918
4,96.46000000000001%,92.72%,22813.65,17247.56,23271.39,True,True,175.58831024169922
5,98.89%,98.44000000000001%,23978.03,18532.81,24158.28,True,True,177.9637966156006
6,98.89%,98.44000000000001%,25600.81,18532.81,25590.55,True,True,180.5649311542511
7,99.0%,98.55000000000001%,26927.32,18570.33,26993.97,True,True,183.26421856880188
8,99.0%,98.55000000000001%,27987.76,18570.33,27911.95,True,True,186.0241448879242
9,99.35000000000001%,99.11999999999999%,28886.07,18709.25,28886.9,True,True,188.81912851333618
10,99.44%,99.28%,29727.44,18755.56,29698.08,True,True,191.75861406326294
11,99.44%,99.28%,30493.92,18755.56,30439.06,True,True,194.69911861419678
12,99.44%,99.28%,30865.83,18755.56,30841.53,True,True,197.64932942390442
13,99.64%,99.39%,31147.65,18777.63,31154.26,True,True,200.94183254241943
14,99.64%,99.39%,31382.33,18777.63,31342.52,True,True,204.27043223381042
15,99.64%,99.39%,31582.48,18777.63,31541.06,True,True,207.59009742736816
16,99.64%,99.39%,31760.75,18777.63,31671.16,True,True,210.97950649261475
17,99.64%,99.39%,31911.64,18777.63,31851.21,True,True,214.45771408081055
18,99.64%,99.39%,32044.09,18777.63,32007.21,True,True,217.97489547729492
19,99.69%,99.52%,32156.36,18813.76,32098.44,True,True,221.62232112884521
20,99.69%,99.52%,32267.34,18813.76,32218.88,True,True,225.38114547729492
21,99.69%,99.52%,32357.87,18813.76,32328.36,True,True,229.2238254547119
22,99.83%,99.78%,32435.07,18863.43,32398.88,True,True,233.11861157417297
23,99.83%,99.78%,32498.99,18863.43,32465.82,True,True,237.31427145004272
24,99.83%,99.78%,32559.86,18863.43,32519.61,True,True,242.08707785606384
25,99.83%,99.78%,32619.7,18863.43,32592.44,True,True,246.5410544872284
26,99.83%,99.78%,32679.32,18863.43,32639.92,True,True,251.05752992630005
27,99.83999999999999%,99.78%,32726.01,18863.43,32694.29,True,True,255.5395257472992
28,99.83999999999999%,99.78%,32770.56,18863.43,32742.45,True,True,260.32012724876404
29,99.83999999999999%,99.78%,32814.88,18863.43,32765.57,True,True,265.224463224411
30,99.83999999999999%,99.78%,32843.64,18863.43,32800.68,True,True,269.923880815506
31,99.83999999999999%,99.78%,32871.77,18863.43,32821.04,True,True,274.8377161026001
32,100.0%,100.0%,32897.0,16831.89,32843.54,True,True,279.4608733654022
33,100.0%,100.0%,32918.94,16831.89,32858.65,True,True,284.5922198295593
34,100.0%,100.0%,32934.95,16831.89,32870.95,True,True,289.65054082870483
35,100.0%,100.0%,32947.68,16831.89,32882.7,True,True,295.34092712402344
36,100.0%,100.0%,32959.83,16831.89,32893.81,True,True,300.66809487342834
37,100.0%,100.0%,32961.63,16681.18,32895.45,True,True,306.2481336593628
38,100.0%,100.0%,32968.49,16681.18,32900.32,True,True,312.3652698993683
39,100.0%,100.0%,32971.6,16681.18,32903.92,True,True,318.4433240890503
40,100.0%,100.0%,32974.27,16681.18,32906.45,True,True,324.24179100990295
41,100.0%,100.0%,32977.63,16681.18,32910.32,True,True,329.8801670074463
42,100.0%,100.0%,32978.65,16681.18,32910.96,True,True,335.9766888618469
43,100.0%,100.0%,32979.63,16681.18,32911.81,True,True,341.8713285923004
44,100.0%,100.0%,32981.99,16681.18,32913.31,True,True,348.54086804389954
45,100.0%,100.0%,32984.3,16680.48,32915.74,True,True,354.2709093093872
46,100.0%,100.0%,32986.13,16680.48,32916.86,True,True,360.38287353515625
47,100.0%,100.0%,32987.87,16680.48,32918.44,True,True,366.3361220359802
48,100.0%,100.0%,32987.98,16680.48,32918.51,True,True,372.4541838169098
